,Unnamed: 0,title,short_description,institution,subject,price,length,effort,level,prerequisites,course_link
99,99,Principles of Machine Learning,"Get hands-on experience building and deriving insights from machine learning models using R, Python, and Azure Machine Learning.",Microsoft,Computer Science,FREE,6 weeks,3-4 hours per week,Intermediate,Missing,https://www.edx.org/course/principles-machine-learning-microsoft-dat203-2x-4
100,100,Microsoft Professional Program: Data Science Orientation,Get started on your Data Science journey.,Microsoft,Data Analysis & Statistics,FREE,6 weeks,2-4 hours per week,Introductory,None,https://www.edx.org/course/microsoft-professional-program-data-microsoft-dat101x-0
101,101,Applied Machine Learning,"Explore theory and practice, and work with tools like R, Python, and Azure Machine Learning to solve advanced data science problems.",Microsoft,Computer Science,FREE,6 weeks,3-4 hours per week,Advanced,Missing,https://www.edx.org/course/applied-machine-learning-microsoft-dat203-3x-2
102,102,Introduction to R for Data Science,"Learn the R statistical programming language, the lingua franca of data science in this hands-on course.",Microsoft,Data Analysis & Statistics,FREE,4 weeks,2 hours per week,Introductory,"None, but previous experience in basic mathematics is helpful.",https://www.edx.org/course/introduction-r-data-science-microsoft-dat204x-5
103,103,Data Science Essentials,"Explore data visualization and exploration concepts with experts from MIT and Microsoft, and get an introduction to machine learning.",Microsoft,Computer Science,FREE,6 weeks,3-4 hours per week,Intermediate,,https://www.edx.org/course/data-science-essentials-microsoft-dat203-1x-4
104,104,Programming with R for Data Science,"Learn the fundamentals of programming with R, from reading and writing data to customizing visualizations and performing predictive analysis.",Microsoft,Data Analysis & Statistics,FREE,6 weeks,4-8 hours per week,Intermediate,Introduction to R for Data Science will help.,https://www.edx.org/course/programming-r-data-science-microsoft-dat209x-4
105,105,Programming with Python for Data Science,"Traverse the data analysis pipeline using advanced visualizations in Python, and make machine learning start working for you.",Microsoft,Computer Science,FREE,Missing,3-4 hours per week,Intermediate,Missing,https://www.edx.org/course/programming-python-data-science-microsoft-dat210x-4
106,106,Introduction to Python for Data Science,"The ability to analyze data with Python is critical in data science. Learn the basics, and move on to create stunning visualizations.",Microsoft,Data Analysis & Statistics,FREE,6 weeks,2-4 hours per week,Introductory,"Some experience in working with data from Excel, databases, or text files.",https://www.edx.org/course/introduction-python-data-science-microsoft-dat208x-6
107,107,Analyzing and Visualizing Data with Excel,"Develop your skills with Excel, one of the common tools that data scientists depend on to gather, transform, analyze, and visualize data.",Microsoft,Data Analysis & Statistics,FREE,6 weeks,2-4 hours per week,Intermediate,,https://www.edx.org/course/analyzing-visualizing-data-excel-microsoft-dat206x-6
108,108,SQL Server Analysis Services: Developing a Tabular Data Model,"Learn how to design, develop, and manage a tabular data model with SQL Server 2016 Analysis Services.",Microsoft,Computer Science,FREE,6 weeks,2-3 hours per week,Intermediate,,https://www.edx.org/course/sql-server-analysis-services-developing-microsoft-dat225x-0
109,109,Introduction to Xamarin.Forms,"Build your first application with Xamarin.Forms. Craft mobile applications, test them on local devices and publish them to the world.",Microsoft,Computer Science,FREE,2 weeks,2-3 hours per week,Intermediate,Missing,https://www.edx.org/course/introduction-xamarin-forms-microsoft-dev215x-2
110,110,Architecting Microsoft Azure Solutions,Learn Microsoft Azure solution design from architects at Microsoft.,Microsoft,Computer Science,FREE,5 weeks,4-5 hours per week,Advanced,"Students considering taking this course are expected to be able to define and implement the appropriate infrastructure and platform solutions to meet the required functional, operational, and deployment requirements through the solution lifecycle. Including:",https://www.edx.org/course/architecting-microsoft-azure-solutions-microsoft-dev205bx-3
111,111,Developing International Software,Learn how to design and develop software for international use from experts whoÛªve helped create some of the worldÛªs most successful software.,Microsoft,Computer Science,FREE,12 weeks,3-5 hours per week,Intermediate,,https://www.edx.org/course/developing-international-software-microsoft-dis50x-1
112,112,Developing Microsoft Azure Solutions,Learn how to build an ASP.NET MVC application on the Microsoft Azure platform.,Microsoft,Computer Science,FREE,6 weeks,3-4 hours per week,Intermediate,This is not a beginnerÛªs course on Microsoft Azure. Students should have software development experience including working knowledge of the Microsoft Azure platform. Students should also have a general understanding of C# concepts for the labs.,https://www.edx.org/course/developing-microsoft-azure-solutions-microsoft-dev233-1
113,113,Asynchronous Programming with JavaScript,"Expand your JavaScript knowledge with the latest asynchronous programming techniques, including JavaScript Promises and Generators.",Microsoft,Computer Science,FREE,4 weeks,3-4 hours per week,Intermediate,,https://www.edx.org/course/asynchronous-programming-javascript-microsoft-dev234x-1
114,114,Windows 10 Features for a Mobile Workforce: Managing and Maintaining Devices in the Enterprise,Learn to manage Windows 10 desktop and application deployments as well as cloud-based application and data service environments for medium-to-large enterprises.,Microsoft,Computer Science,FREE,3 weeks,3-4 hours per week,Intermediate,"In addition to their professional experience, candidates who take this course should already have the following technical knowledge:- Experience with Windows desktop administration, maintenance, and troubleshooting- Basic experience and understanding of Windows networking technologies- Introductory-level knowledge of Active Directory and Microsoft IntuneCandidates can take this exam and meet the prerequisites by obtaining equivalent knowledge and skills through practical experience as a Windows device support technician or a Windows device system administrator.",https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf205x-1
115,115,Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,"Learn about new features in the Windows 10 anniversary update and how to configure OneDrive, WiFi direct and use the Windows encrypting file system (EFS).   ",Microsoft,Computer Science,FREE,3 weeks,3-4 hours per week,Intermediate,,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf206x-1
116,116,Windows PowerShell Basics,Get up and running with Windows PowerShell! Learn the basics of automating administrative tasks common to most computing environments. ,Microsoft,Computer Science,FREE,Missing,4-5 hours per week,Introductory,,https://www.edx.org/course/windows-powershell-basics-microsoft-inf210x-0
117,117,Implementing In-Memory SQL Database Objects,Learn how to use the SQL server to build efficient databases using In-Memory features.,Microsoft,Computer Science,FREE,4 weeks,2-3 hours per week,Intermediate,,https://www.edx.org/course/implementing-memory-sql-database-objects-microsoft-dat215-4x-1
118,118,Optimizing Performance for SQL Based Applications,Learn the key points required to tune and optimize the performance of your SQL based applications.,Microsoft,Computer Science,FREE,4 weeks,2-3 hours per week,Intermediate,,https://www.edx.org/course/optimizing-performance-sql-based-microsoft-dat215-5x-0
119,119,Implementing ETL with SQL Server Integration Services (SSIS),Learn how to use SSIS to build high performance integration solutions and ETL packages for data warehousing.,Microsoft,Computer Science,FREE,6 weeks,Missing,Intermediate,,https://www.edx.org/course/implementing-etl-sql-server-integration-microsoft-dat217x-3
120,120,Data Cleansing with Data Quality Services (DQS),"A straightforward, no-nonsense approach to improving your data cleansing skills with SQL Server Data Quality Services (DQS).",Microsoft,Computer Science,FREE,4 weeks,2-3 hours per week,Intermediate,,https://www.edx.org/course/data-cleansing-data-quality-services-dqs-microsoft-dat218x-1
121,121,Provisioning Databases in Azure and SQL Server,"Learn how to install or provision SQL Server 2016, SQL Server v.Next on Linux, and Azure SQL Databases.",Microsoft,Computer Science,FREE,3 weeks,2-3 hours per week,Intermediate,Ñ Familiarity with database concepts and basic SQL query syntaxÑ Familiarity with the reporting and analytics needs of usersÑ A willingness to learn actively and persevere when troubleshooting technical problems is essential,https://www.edx.org/course/provisioning-databases-azure-sql-server-microsoft-dat219x-0
122,122,Introduction to C++,Get a brief introduction to the C++ language from the experts at Microsoft.,Microsoft,Computer Science,FREE,4 weeks,3-5 hours per week,Introductory,"This course consists of four modules that provide an introduction to the C++ programming language. As a result, there are no prerequisites for this course.  However, it is recommended that students have some understanding of basic computer operation, the ability to install applications, and the ability work within a command line on their chosen operating system.",https://www.edx.org/course/introduction-c-microsoft-dev210x-4
123,123,Windows 10 Features for a Mobile Workforce: Identity Management and Data Access,Learn how to plan and design the implementation and support of a mobile workforce across an enterprise.,Microsoft,Computer Science,FREE,4 weeks,2-3 hours per week,Intermediate,This course requires basic computer knowledge and experience.,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf203x-2
124,124,Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,"This course will help the IT professional with one of their biggest challenges, moving away from an earlier version of the Windows operating system (OS) to Windows 10.",Microsoft,Computer Science,FREE,4 weeks,3-4 hours per week,Intermediate,"In addition to their professional experience, candidates who take this course should already have the following technical knowledge:- Experience with Windows desktop administration, maintenance, and troubleshooting- Basic experience and understanding of Windows networking technologies- Introductory-level knowledge of Active Directory and Microsoft Intune",https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf204x-2
125,125,Building Your Azure Skills Toolkit,"Build up your Azure Toolkit, and see how easy it is to integrate Azure services, like Cognitive Services and Cosmos DB, into your apps.",Microsoft,Computer Science,FREE,5 weeks,2-3 hours per week,Introductory,"Basic programming skills are required. Experience programming in C, Java, JavaScript, or C# will be beneficial.",https://www.edx.org/course/building-azure-skills-toolkit-microsoft-dev224x
